LINCS_ID	LINCS_name	TCGA_ID
25878	MXRA5	ENSG00000101825
10687	PNMA2	ENSG00000240694
2625	GATA3	ENSG00000107485
7263	TST	ENSG00000128311
9595	CYTIP	ENSG00000115165
39	ACAT2	ENSG00000120437
65005	MRPL9	ENSG00000143436
125	ADH1B	ENSG00000196616
5058	PAK1	ENSG00000149269
1066	CES1	ENSG00000198848
1501	CTNND2	ENSG00000169862
972	CD74	ENSG00000019582
22	ABCB7	ENSG00000131269
27295	PDLIM3	ENSG00000154553
8576	STK16	ENSG00000115661
64087	MCCC2	ENSG00000131844
5283	PIGH	ENSG00000100564
26031	OSBPL3	ENSG00000070882
55916	NXT2	ENSG00000101888
26190	FBXW2	ENSG00000119402
2861	GPR37	ENSG00000170775
5523	PPP2R3A	ENSG00000073711
699	BUB1	ENSG00000169679
5338	PLD2	ENSG00000129219
219	ALDH1B1	ENSG00000137124
9655	SOCS5	ENSG00000171150
10254	STAM2	ENSG00000115145
25771	TBC1D22A	ENSG00000054611
7041	TGFB1I1	ENSG00000140682
5228	PGF	ENSG00000119630
3840	KPNA4	ENSG00000186432
23379	ICE1	ENSG00000164151
83604	TMEM47	ENSG00000147027
3298	HSF2	ENSG00000025156
8881	CDC16	ENSG00000130177
7276	TTR	ENSG00000118271
3801	KIFC3	ENSG00000140859
1070	CETN3	ENSG00000153140
3679	ITGA7	ENSG00000135424
11068	CYB561D2	ENSG00000114395
1147	CHUK	ENSG00000213341
8824	CES2	ENSG00000172831
1407	CRY1	ENSG00000008405
57228	SMAGP	ENSG00000170545
3833	KIFC1	ENSG00000237649
10560	SLC19A2	ENSG00000117479
868	CBLB	ENSG00000114423
81553	FAM49A	ENSG00000197872
54453	RIN2	ENSG00000132669
5579	PRKCB	ENSG00000166501
6285	S100B	ENSG00000160307
6387	CXCL12	ENSG00000107562
54520	CCDC93	ENSG00000125633
2139	EYA2	ENSG00000064655
5805	PTS	ENSG00000150787
2203	FBP1	ENSG00000165140
54535	CCHCR1	ENSG00000204536
1646	AKR1C2	ENSG00000151632
79068	FTO	ENSG00000140718
4824	NKX3-1	ENSG00000167034
10026	PIGK	ENSG00000142892
26002	MOXD1	ENSG00000079931
2624	GATA2	ENSG00000179348
23169	SLC35D1	ENSG00000116704
1033	CDKN3	ENSG00000100526
1435	CSF1	ENSG00000184371
7813	EVI5	ENSG00000067208
6317	SERPINB3	ENSG00000057149
25900	IFFO1	ENSG00000010295
5272	SERPINB9	ENSG00000170542
7541	ZBTB14	ENSG00000198081
27340	UTP20	ENSG00000120800
770	CA11	ENSG00000063180
10634	GAS2L1	ENSG00000185340
4913	NTHL1	ENSG00000065057
9976	CLEC2B	ENSG00000110852
11043	MID2	ENSG00000080561
3071	NCKAP1L	ENSG00000123338
9429	ABCG2	ENSG00000118777
9863	MAGI2	ENSG00000187391
5675	PSG6	ENSG00000170848
8228	PNPLA4	ENSG00000006757
4633	MYL2	ENSG00000111245
83737	ITCH	ENSG00000078747
10229	COQ7	ENSG00000167186
7043	TGFB3	ENSG00000119699
6683	SPAST	ENSG00000021574
1636	ACE	ENSG00000159640
9975	NR1D2	ENSG00000174738
5967	REG1A	ENSG00000115386
23057	NMNAT2	ENSG00000157064
4613	MYCN	ENSG00000134323
1632	ECI1	ENSG00000167969
23240	KIAA0922	ENSG00000121210
3431	SP110	ENSG00000135899
91851	CHRDL1	ENSG00000101938
4248	MGAT3	ENSG00000128268
8728	ADAM19	ENSG00000135074
2812	GP1BB	ENSG00000203618
11119	BTN3A1	ENSG00000026950
2920	CXCL2	ENSG00000081041
9321	TRIP11	ENSG00000100815
84298	LLPH	ENSG00000139233
57157	PHTF2	ENSG00000006576
10656	KHDRBS3	ENSG00000131773
1628	DBP	ENSG00000105516
3714	JAG2	ENSG00000184916
8605	PLA2G4C	ENSG00000105499
10473	HMGN4	ENSG00000182952
51752	ERAP1	ENSG00000164307
10391	CORO2B	ENSG00000103647
11240	PADI2	ENSG00000117115
5655	KLK10	ENSG00000129451
2890	GRIA1	ENSG00000155511
9901	SRGAP3	ENSG00000196220
969	CD69	ENSG00000110848
10330	CNPY2	ENSG00000257727
4863	NPAT	ENSG00000149308
5562	PRKAA1	ENSG00000132356
3868	KRT16	ENSG00000186832
7262	PHLDA2	ENSG00000181649
9937	DCLRE1A	ENSG00000198924
85236	HIST1H2BK	ENSG00000197903
4784	NFIX	ENSG00000008441
3621	ING1	ENSG00000153487
27309	ZNF330	ENSG00000109445
5727	PTCH1	ENSG00000185920
22927	HABP4	ENSG00000130956
10607	TBL3	ENSG00000183751
90865	IL33	ENSG00000137033
7436	VLDLR	ENSG00000147852
3119	HLA-DQB1	ENSG00000179344
406	ARNTL	ENSG00000133794
7371	UCK2	ENSG00000143179
9374	PPT2	ENSG00000221988
3603	IL16	ENSG00000172349
9750	FAM65B	ENSG00000111913
9351	SLC9A3R2	ENSG00000065054
81620	CDT1	ENSG00000167513
8738	CRADD	ENSG00000169372
9469	CHST3	ENSG00000122863
9179	AP4M1	ENSG00000221838
26052	DNM3	ENSG00000197959
54674	LRRN3	ENSG00000173114
6663	SOX10	ENSG00000100146
10481	HOXB13	ENSG00000159184
1015	CDH17	ENSG00000079112
6490	PMEL	ENSG00000185664
10435	CDC42EP2	ENSG00000149798
10197	PSME3	ENSG00000131467
3817	KLK2	ENSG00000167751
114088	TRIM9	ENSG00000100505
310	ANXA7	ENSG00000138279
10988	METAP2	ENSG00000111142
8626	TP63	ENSG00000073282
23401	FRAT2	ENSG00000181274
23284	ADGRL3	ENSG00000150471
150	ADRA2A	ENSG00000150594
321	APBA2	ENSG00000034053
11187	PKP3	ENSG00000184363
6696	SPP1	ENSG00000118785
9815	GIT2	ENSG00000139436
6623	SNCG	ENSG00000173267
6404	SELPLG	ENSG00000110876
6016	RIT1	ENSG00000143622
23127	COLGALT2	ENSG00000198756
9497	SLC4A7	ENSG00000033867
29984	RHOD	ENSG00000173156
4632	MYL1	ENSG00000168530
25956	SEC31B	ENSG00000075826
10098	TSPAN5	ENSG00000168785
57405	SPC25	ENSG00000152253
3953	LEPR	ENSG00000116678
9353	SLIT2	ENSG00000145147
22827	PUF60	ENSG00000179950
199	AIF1	ENSG00000204472
545	ATR	ENSG00000175054
7134	TNNC1	ENSG00000114854
719	C3AR1	ENSG00000171860
50618	ITSN2	ENSG00000198399
3017	HIST1H2BD	ENSG00000158373
9907	AP5Z1	ENSG00000242802
9378	NRXN1	ENSG00000179915
55526	DHTKD1	ENSG00000181192
91227	GGTLC2	ENSG00000100121
8315	BRAP	ENSG00000089234
6362	CCL18	ENSG00000275385
729991	BORCS8	ENSG00000254901
9242	MSC	ENSG00000178860
8517	IKBKG	ENSG00000269335
4778	NFE2	ENSG00000123405
11314	CD300A	ENSG00000167851
7104	TM4SF4	ENSG00000169903
8837	CFLAR	ENSG00000003402
10039	PARP3	ENSG00000041880
8737	RIPK1	ENSG00000137275
4102	MAGEA3	ENSG00000221867
26235	FBXL4	ENSG00000112234
57862	ZNF410	ENSG00000119725
2932	GSK3B	ENSG00000082701
7424	VEGFC	ENSG00000150630
3779	KCNMB1	ENSG00000145936
4688	NCF2	ENSG00000116701
50853	VILL	ENSG00000136059
11140	CDC37	ENSG00000105401
2191	FAP	ENSG00000078098
4878	NPPA	ENSG00000175206
3082	HGF	ENSG00000019991
5892	RAD51D	ENSG00000185379
2104	ESRRG	ENSG00000196482
4795	NFKBIL1	ENSG00000204498
1571	CYP2E1	ENSG00000130649
5340	PLG	ENSG00000122194
6470	SHMT1	ENSG00000176974
27254	CSDC2	ENSG00000172346
9379	NRXN2	ENSG00000110076
23081	KDM4C	ENSG00000107077
429	ASCL1	ENSG00000139352
10795	ZNF268	ENSG00000090612
9568	GABBR2	ENSG00000136928
5208	PFKFB2	ENSG00000123836
5243	ABCB1	ENSG00000085563
8651	SOCS1	ENSG00000185338
2627	GATA6	ENSG00000141448
4973	OLR1	ENSG00000173391
25864	ABHD14A	ENSG00000248487
2820	GPD2	ENSG00000115159
6576	SLC25A1	ENSG00000100075
3420	IDH3B	ENSG00000101365
4133	MAP2	ENSG00000078018
23040	MYT1L	ENSG00000186487
810	CALML3	ENSG00000178363
10309	CCNO	ENSG00000152669
84759	PCGF1	ENSG00000115289
10477	UBE2E3	ENSG00000170035
29775	CARD10	ENSG00000100065
328	APEX1	ENSG00000100823
23595	ORC3	ENSG00000135336
3620	IDO1	ENSG00000131203
919	CD247	ENSG00000198821
9576	SPAG6	ENSG00000077327
4843	NOS2	ENSG00000007171
5588	PRKCQ	ENSG00000065675
57468	SLC12A5	ENSG00000124140
1522	CTSZ	ENSG00000101160
83786	FRMD8	ENSG00000126391
4066	LYL1	ENSG00000104903
3418	IDH2	ENSG00000182054
8774	NAPG	ENSG00000134265
462	SERPINC1	ENSG00000117601
10411	RAPGEF3	ENSG00000079337
22974	TPX2	ENSG00000088325
6877	TAF5	ENSG00000148835
79441	HAUS3	ENSG00000214367
7253	TSHR	ENSG00000165409
27289	RND1	ENSG00000172602
23049	SMG1	ENSG00000157106
5603	MAPK13	ENSG00000156711
5148	PDE6G	ENSG00000185527
1757	SARDH	ENSG00000123453
7348	UPK1B	ENSG00000114638
361	AQP4	ENSG00000171885
6363	CCL19	ENSG00000172724
6489	ST8SIA1	ENSG00000111728
1515	CTSV	ENSG00000136943
51257	MARCH2	ENSG00000099785
7881	KCNAB1	ENSG00000169282
24	ABCA4	ENSG00000198691
8482	SEMA7A	ENSG00000138623
55806	HR	ENSG00000168453
23237	ARC	ENSG00000198576
1837	DTNA	ENSG00000134769
4116	MAGOH	ENSG00000162385
56288	PARD3	ENSG00000148498
1580	CYP4B1	ENSG00000142973
51100	SH3GLB1	ENSG00000097033
3170	FOXA2	ENSG00000125798
10001	MED6	ENSG00000133997
2534	FYN	ENSG00000010810
5959	RDH5	ENSG00000135437
1179	CLCA1	ENSG00000016490
776	CACNA1D	ENSG00000157388
23008	KLHDC10	ENSG00000128607
22861	NLRP1	ENSG00000091592
27130	INVS	ENSG00000119509
116832	RPL39L	ENSG00000163923
6674	SPAG1	ENSG00000104450
3552	IL1A	ENSG00000115008
3772	KCNJ15	ENSG00000157551
5620	PRM2	ENSG00000122304
10505	SEMA4F	ENSG00000135622
8815	BANF1	ENSG00000175334
5678	PSG9	ENSG00000183668
26140	TTLL3	ENSG00000214021
7108	TM7SF2	ENSG00000149809
1944	EFNA3	ENSG00000143590
6356	CCL11	ENSG00000172156
6474	SHOX2	ENSG00000168779
4155	MBP	ENSG00000197971
8601	RGS20	ENSG00000147509
5376	PMP22	ENSG00000109099
8530	CST7	ENSG00000077984
3623	INHA	ENSG00000123999
10211	FLOT1	ENSG00000137312
11199	ANXA10	ENSG00000109511
5321	PLA2G4A	ENSG00000116711
419	ART3	ENSG00000156219
10114	HIPK3	ENSG00000110422
10476	ATP5H	ENSG00000167863
3911	LAMA5	ENSG00000130702
8444	DYRK3	ENSG00000143479
11006	LILRB4	ENSG00000186818
4200	ME2	ENSG00000082212
4653	MYOC	ENSG00000034971
2072	ERCC4	ENSG00000175595
11074	TRIM31	ENSG00000204616
5049	PAFAH1B2	ENSG00000168092
3002	GZMB	ENSG00000100453
1773	DNASE1	ENSG00000213918
7100	TLR5	ENSG00000187554
7008	TEF	ENSG00000167074
729	C6	ENSG00000039537
9717	SEC14L5	ENSG00000103184
5795	PTPRJ	ENSG00000149177
2494	NR5A2	ENSG00000116833
7096	TLR1	ENSG00000174125
10772	SRSF10	ENSG00000188529
1325	CORT	ENSG00000241563
3687	ITGAX	ENSG00000140678
782	CACNB1	ENSG00000067191
2551	GABPA	ENSG00000154727
3305	HSPA1L	ENSG00000204390
8676	STX11	ENSG00000135604
4336	MOBP	ENSG00000168314
5669	PSG1	ENSG00000231924
5354	PLP1	ENSG00000123560
1409	CRYAA	ENSG00000160202
274	BIN1	ENSG00000136717
8705	B3GALT4	ENSG00000235863
7917	BAG6	ENSG00000204463
3692	EIF6	ENSG00000242372
659	BMPR2	ENSG00000204217
7036	TFR2	ENSG00000106327
5810	RAD1	ENSG00000113456
2535	FZD2	ENSG00000180340
1136	CHRNA3	ENSG00000080644
3140	MR1	ENSG00000153029
9228	DLGAP2	ENSG00000198010
1437	CSF2	ENSG00000164400
2914	GRM4	ENSG00000124493
9048	ARTN	ENSG00000117407
10265	IRX5	ENSG00000176842
1032	CDKN2D	ENSG00000129355
400410	ST20	ENSG00000180953
8703	B4GALT3	ENSG00000158850
820	CAMP	ENSG00000164047
6833	ABCC8	ENSG00000006071
7476	WNT7A	ENSG00000154764
158	ADSL	ENSG00000239900
8567	MADD	ENSG00000110514
932	MS4A3	ENSG00000149516
5890	RAD51B	ENSG00000182185
6003	RGS13	ENSG00000127074
25816	TNFAIP8	ENSG00000145779
3776	KCNK2	ENSG00000082482
7180	CRISP2	ENSG00000124490
3754	KCNF1	ENSG00000162975
2859	GPR35	ENSG00000178623
642559	POU5F1P3	ENSG00000235602
8227	AKAP17A	ENSG00000197976
4761	NEUROD2	ENSG00000171532
1556	CYP2B7P	ENSG00000256612
5099	PCDH7	ENSG00000169851
4107	MAGEA8	ENSG00000156009
7763	ZFAND5	ENSG00000107372
11154	AP4S1	ENSG00000100478
2841	GPR18	ENSG00000125245
4359	MPZ	ENSG00000158887
10219	KLRG1	ENSG00000139187
10483	SEC23B	ENSG00000101310
4109	MAGEA10	ENSG00000124260
5828	PEX2	ENSG00000164751
2273	FHL1	ENSG00000022267
28954	REM1	ENSG00000088320
7498	XDH	ENSG00000158125
10586	MAB21L2	ENSG00000181541
5158	PDE6B	ENSG00000133256
26013	L3MBTL1	ENSG00000185513
64410	KLHL25	ENSG00000183655
2250	FGF5	ENSG00000138675
90410	IFT20	ENSG00000109083
23547	LILRA4	ENSG00000239961
8741	TNFSF13	ENSG00000161955
2324	FLT4	ENSG00000037280
5949	RBP3	ENSG00000265203
11056	DDX52	ENSG00000278053
2999	GZMH	ENSG00000100450
7404	UTY	ENSG00000183878
27285	TEKT2	ENSG00000092850
733	C8G	ENSG00000176919
909	CD1A	ENSG00000158477
189	AGXT	ENSG00000172482
27232	GNMT	ENSG00000124713
23072	HECW1	ENSG00000002746
2516	NR5A1	ENSG00000136931
9182	RASSF9	ENSG00000198774
7593	MZF1	ENSG00000099326
47	ACLY	ENSG00000131473
4661	MYT1	ENSG00000196132
7173	TPO	ENSG00000115705
114881	OSBPL7	ENSG00000006025
1770	DNAH9	ENSG00000007174
57396	CLK4	ENSG00000113240
53335	BCL11A	ENSG00000119866
814	CAMK4	ENSG00000152495
3458	IFNG	ENSG00000111537
54498	SMOX	ENSG00000088826
1998	ELF2	ENSG00000109381
5371	PML	ENSG00000140464
6327	SCN2B	ENSG00000149575
10599	SLCO1B1	ENSG00000134538
9536	PTGES	ENSG00000148344
7164	TPD52L1	ENSG00000111907
6296	ACSM3	ENSG00000005187
8636	SSNA1	ENSG00000176101
8913	CACNA1G	ENSG00000006283
887	CCKBR	ENSG00000110148
6344	SCTR	ENSG00000080293
6323	SCN1A	ENSG00000144285
51174	TUBD1	ENSG00000108423
4635	MYL4	ENSG00000198336
1672	DEFB1	ENSG00000164825
2528	FUT6	ENSG00000156413
2905	GRIN2C	ENSG00000161509
5023	P2RX1	ENSG00000108405
3758	KCNJ1	ENSG00000151704
816	CAMK2B	ENSG00000058404
9362	CPNE6	ENSG00000100884
2904	GRIN2B	ENSG00000273079
23769	FLRT1	ENSG00000126500
4957	ODF2	ENSG00000136811
11200	CHEK2	ENSG00000183765
8538	BARX2	ENSG00000043039
6556	SLC11A1	ENSG00000018280
9146	HGS	ENSG00000185359
6007	RHD	ENSG00000187010
251	ALPPL2	ENSG00000163286
6328	SCN3A	ENSG00000153253
10899	JTB	ENSG00000143543
29851	ICOS	ENSG00000163600
11054	OGFR	ENSG00000060491
4888	NPY6R	ENSG00000226306
2172	FABP6	ENSG00000170231
2623	GATA1	ENSG00000102145
5026	P2RX5	ENSG00000083454
8529	CYP4F2	ENSG00000186115
10632	ATP5L	ENSG00000167283
3763	KCNJ6	ENSG00000157542
27291	R3HCC1L	ENSG00000166024
10010	TANK	ENSG00000136560
26138	LINC00588	ENSG00000215117
6619	SNAPC3	ENSG00000164975
4111	MAGEA12	ENSG00000213401
166647	ADGRA3	ENSG00000152990
5618	PRLR	ENSG00000113494
5599	MAPK8	ENSG00000107643
6095	RORA	ENSG00000069667
10332	CLEC4M	ENSG00000104938
1791	DNTT	ENSG00000107447
4110	MAGEA11	ENSG00000185247
10661	KLF1	ENSG00000105610
131	ADH7	ENSG00000196344
2529	FUT7	ENSG00000180549
3785	KCNQ2	ENSG00000075043
3624	INHBA	ENSG00000122641
7422	VEGFA	ENSG00000112715
6927	HNF1A	ENSG00000135100
9590	AKAP12	ENSG00000131016
26998	FETUB	ENSG00000090512
658	BMPR1B	ENSG00000138696
4438	MSH4	ENSG00000057468
27077	B9D1	ENSG00000108641
6677	SPAM1	ENSG00000106304
6871	TADA2A	ENSG00000276234
330	BIRC3	ENSG00000023445
8702	B4GALT4	ENSG00000121578
3382	ICA1	ENSG00000003147
6368	CCL23	ENSG00000274736
5923	RASGRF1	ENSG00000058335
1488	CTBP2	ENSG00000175029
1109	AKR1C4	ENSG00000198610
2637	GBX2	ENSG00000168505
2642	GCGR	ENSG00000215644
27180	SIGLEC9	ENSG00000129450
56146	PCDHA2	ENSG00000204969
10726	NUDC	ENSG00000090273
846	CASR	ENSG00000036828
10107	TRIM10	ENSG00000204613
83729	INHBE	ENSG00000139269
2630	GBAP1	ENSG00000160766
84779	NAA11	ENSG00000156269
2780	GNAT2	ENSG00000134183
4240	MFGE8	ENSG00000140545
3824	KLRD1	ENSG00000134539
2323	FLT3LG	ENSG00000090554
2524	FUT2	ENSG00000176920
9540	TP53I3	ENSG00000115129
8871	SYNJ2	ENSG00000078269
7274	TTPA	ENSG00000137561
5251	PHEX	ENSG00000102174
3373	HYAL1	ENSG00000114378
10994	ILVBL	ENSG00000105135
7841	MOGS	ENSG00000115275
6442	SGCA	ENSG00000108823
26268	FBXO9	ENSG00000112146
9474	ATG5	ENSG00000057663
2852	GPER1	ENSG00000164850
881	CCIN	ENSG00000185972
8600	TNFSF11	ENSG00000120659
3903	LAIR1	ENSG00000167613
7267	TTC3	ENSG00000182670
8398	PLA2G6	ENSG00000184381
8289	ARID1A	ENSG00000117713
22996	TTC39A	ENSG00000085831
8793	TNFRSF10D	ENSG00000173530
5414	SEPT4	ENSG00000108387
11024	LILRA1	ENSG00000104974
8001	GLRA3	ENSG00000145451
5539	PPY	ENSG00000108849
5801	PTPRR	ENSG00000153233
8435	SOAT2	ENSG00000167780
9958	USP15	ENSG00000135655
4025	LPO	ENSG00000167419
4902	NRTN	ENSG00000171119
23562	CLDN14	ENSG00000159261
27101	CACYBP	ENSG00000116161
113835	ZNF257	ENSG00000197134
85363	TRIM5	ENSG00000132256
11237	RNF24	ENSG00000101236
92483	LDHAL6B	ENSG00000171989
10653	SPINT2	ENSG00000167642
6249	CLIP1	ENSG00000130779
10362	HMG20B	ENSG00000064961
63941	NECAB3	ENSG00000125967
84658	ADGRE3	ENSG00000131355
4887	NPY2R	ENSG00000185149
7275	TUB	ENSG00000166402
3705	ITPK1	ENSG00000100605
8556	CDC14A	ENSG00000079335
3568	IL5RA	ENSG00000091181
3175	ONECUT1	ENSG00000169856
2038	EPB42	ENSG00000166947
9104	RGN	ENSG00000130988
4067	LYN	ENSG00000254087
5682	PSMA1	ENSG00000129084
2886	GRB7	ENSG00000141738
10395	DLC1	ENSG00000164741
2358	FPR2	ENSG00000171049
8031	NCOA4	ENSG00000266412
2100	ESR2	ENSG00000140009
2902	GRIN1	ENSG00000176884
9473	THEMIS2	ENSG00000130775
2313	FLI1	ENSG00000151702
51635	DHRS7	ENSG00000100612
10572	SIVA1	ENSG00000184990
8638	OASL	ENSG00000135114
3351	HTR1B	ENSG00000135312
9194	SLC16A7	ENSG00000118596
10631	POSTN	ENSG00000133110
9152	SLC6A5	ENSG00000165970
10203	CALCRL	ENSG00000064989
10241	CALCOCO2	ENSG00000136436
1058	CENPA	ENSG00000115163
283345	RPL13P5	ENSG00000240370
5802	PTPRS	ENSG00000105426
1999	ELF3	ENSG00000163435
94	ACVRL1	ENSG00000139567
5168	ENPP2	ENSG00000136960
5329	PLAUR	ENSG00000011422
27072	VPS41	ENSG00000006715
10157	AASS	ENSG00000008311
8838	WISP3	ENSG00000112761
356	FASLG	ENSG00000117560
200315	APOBEC3A	ENSG00000128383
24142	NAT6	ENSG00000243477
51780	KDM3B	ENSG00000120733
26056	RAB11FIP5	ENSG00000135631
10278	EFS	ENSG00000100842
89870	TRIM15	ENSG00000204610
11257	TP53TG1	ENSG00000182165
3697	ITIH1	ENSG00000055957
2213	FCGR2B	ENSG00000072694
3802	KIR2DL1	ENSG00000125498
2969	GTF2I	ENSG00000263001
942	CD86	ENSG00000114013
444	ASPH	ENSG00000198363
645682	POU5F1P4	ENSG00000237872
11235	PDCD10	ENSG00000114209
80350	LPAL2	ENSG00000213071
22932	POMZP3	ENSG00000146707
2948	GSTM4	ENSG00000168765
28316	CDH20	ENSG00000101542
440915	POTEKP	ENSG00000204434
197	AHSG	ENSG00000145192
640	BLK	ENSG00000136573
3651	PDX1	ENSG00000139515
825	CAPN3	ENSG00000092529
4437	MSH3	ENSG00000113318
146	ADRA1D	ENSG00000171873
10142	AKAP9	ENSG00000127914
8908	GYG2	ENSG00000056998
57142	RTN4	ENSG00000115310
25998	IBTK	ENSG00000005700
5213	PFKM	ENSG00000152556
3299	HSF4	ENSG00000102878
8407	TAGLN2	ENSG00000158710
2870	GRK6	ENSG00000198055
7168	TPM1	ENSG00000140416
4086	SMAD1	ENSG00000170365
373	TRIM23	ENSG00000113595
7531	YWHAE	ENSG00000108953
3745	KCNB1	ENSG00000158445
10778	ZNF271P	ENSG00000257267
259197	NCR3	ENSG00000204475
1310	COL19A1	ENSG00000082293
3308	HSPA4	ENSG00000170606
2651	GCNT2	ENSG00000111846
7080	NKX2-1	ENSG00000136352
11343	MGLL	ENSG00000074416
3795	KHK	ENSG00000138030
8817	FGF18	ENSG00000156427
7461	CLIP2	ENSG00000106665
5191	PEX7	ENSG00000112357
283450	HECTD4	ENSG00000173064
84809	CROCCP2	ENSG00000215908
1175	AP2S1	ENSG00000042753
9601	PDIA4	ENSG00000155660
3196	TLX2	ENSG00000115297
6904	TBCD	ENSG00000141556
284443	ZNF493	ENSG00000196268
1622	DBI	ENSG00000155368
10962	MLLT11	ENSG00000213190
4750	NEK1	ENSG00000137601
5146	PDE6C	ENSG00000095464
4772	NFATC1	ENSG00000131196
6795	AURKC	ENSG00000105146
367	AR	ENSG00000169083
8487	GEMIN2	ENSG00000092208
6549	SLC9A2	ENSG00000115616
1796	DOK1	ENSG00000115325
6373	CXCL11	ENSG00000169248
6528	SLC5A5	ENSG00000105641
11025	LILRB3	ENSG00000204577
8564	KMO	ENSG00000117009
3452	IFNA21	ENSG00000137080
9127	P2RX6	ENSG00000099957
1737	DLAT	ENSG00000150768
7066	THPO	ENSG00000090534
1281	COL3A1	ENSG00000168542
285596	FAM153A	ENSG00000170074
2645	GCK	ENSG00000106633
5976	UPF1	ENSG00000005007
886	CCKAR	ENSG00000163394
11250	GPR45	ENSG00000135973
10587	TXNRD2	ENSG00000184470
9051	PSTPIP1	ENSG00000140368
84288	EFCAB2	ENSG00000203666
2492	FSHR	ENSG00000170820
1272	CNTN1	ENSG00000018236
23305	ACSL6	ENSG00000164398
4068	SH2D1A	ENSG00000183918
9355	LHX2	ENSG00000106689
5626	PROP1	ENSG00000175325
8647	ABCB11	ENSG00000073734
8811	GALR2	ENSG00000182687
8756	ADAM7	ENSG00000069206
3805	KIR2DL4	ENSG00000189013
8646	CHRD	ENSG00000090539
8111	GPR68	ENSG00000119714
6452	SH3BP2	ENSG00000087266
171558	PTCRA	ENSG00000171611
5697	PYY	ENSG00000131096
27332	ZNF638	ENSG00000075292
8820	HESX1	ENSG00000163666
6899	TBX1	ENSG00000184058
2992	GYG1	ENSG00000163754
140597	TCEAL2	ENSG00000184905
1022	CDK7	ENSG00000134058
213	ALB	ENSG00000163631
5142	PDE4B	ENSG00000184588
219595	FOLH1B	ENSG00000134612
2204	FCAR	ENSG00000186431
8480	RAE1	ENSG00000101146
10076	PTPRU	ENSG00000060656
3708	ITPR1	ENSG00000150995
27229	TUBGCP4	ENSG00000137822
3440	IFNA2	ENSG00000188379
3702	ITK	ENSG00000113263
4162	MCAM	ENSG00000076706
5457	POU4F1	ENSG00000152192
26103	LRIT1	ENSG00000148602
229	ALDOB	ENSG00000136872
834	CASP1	ENSG00000137752
7850	IL1R2	ENSG00000115590
5478	PPIA	ENSG00000196262
10579	TACC2	ENSG00000138162
22884	WDR37	ENSG00000047056
6799	SULT1A2	ENSG00000197165
9103	FCGR2C	ENSG00000244682
3451	IFNA17	ENSG00000234829
51124	IER3IP1	ENSG00000134049
92086	GGTLC1	ENSG00000149435
5979	RET	ENSG00000165731
6309	SC5D	ENSG00000109929
5265	SERPINA1	ENSG00000197249
7301	TYRO3	ENSG00000092445
9034	CCRL2	ENSG00000121797
7201	TRHR	ENSG00000174417
64816	CYP3A43	ENSG00000021461
353299	RGSL1	ENSG00000121446
645745	MT1HL1	ENSG00000244020
90665	TBL1Y	ENSG00000092377
84107	ZIC4	ENSG00000174963
839	CASP6	ENSG00000138794
10663	CXCR6	ENSG00000172215
6819	SULT1C2	ENSG00000198203
9609	RAB36	ENSG00000100228
5269	SERPINB6	ENSG00000124570
573	BAG1	ENSG00000107262
3358	HTR2C	ENSG00000147246
6579	SLCO1A2	ENSG00000084453
1826	DSCAM	ENSG00000171587
3696	ITGB8	ENSG00000105855
148	ADRA1A	ENSG00000120907
5132	PDC	ENSG00000116703
5600	MAPK11	ENSG00000185386
51552	RAB14	ENSG00000119396
652	BMP4	ENSG00000125378
2798	GNRHR	ENSG00000109163
51750	RTEL1	ENSG00000258366
3135	HLA-G	ENSG00000204632
2260	FGFR1	ENSG00000077782
3306	HSPA2	ENSG00000126803
2692	GHRHR	ENSG00000106128
317	APAF1	ENSG00000120868
2983	GUCY1B3	ENSG00000061918
212	ALAS2	ENSG00000158578
1432	MAPK14	ENSG00000112062
8725	URI1	ENSG00000105176
8572	PDLIM4	ENSG00000131435
5913	RAPSN	ENSG00000165917
6573	SLC19A1	ENSG00000173638
6198	RPS6KB1	ENSG00000108443
775	CACNA1C	ENSG00000151067
64963	MRPS11	ENSG00000181991
26018	LRIG1	ENSG00000144749
84525	HOPX	ENSG00000171476
2118	ETV4	ENSG00000175832
9001	HAP1	ENSG00000173805
10128	LRPPRC	ENSG00000138095
248	ALPI	ENSG00000163295
2091	FBL	ENSG00000105202
1814	DRD3	ENSG00000151577
64582	GPR135	ENSG00000181619
5724	PTAFR	ENSG00000169403
7417	VDAC2	ENSG00000165637
5730	PTGDS	ENSG00000107317
6122	RPL3	ENSG00000100316
5328	PLAU	ENSG00000122861
10214	SSX3	ENSG00000165584
29969	MDFIC	ENSG00000135272
3459	IFNGR1	ENSG00000027697
54490	UGT2B28	ENSG00000135226
1781	DYNC1I2	ENSG00000077380
83988	NCALD	ENSG00000104490
84549	MAK16	ENSG00000198042
3811	KIR3DL1	ENSG00000167633
7113	TMPRSS2	ENSG00000184012
27113	BBC3	ENSG00000105327
83942	TSSK1B	ENSG00000212122
7216	TRO	ENSG00000067445
84669	USP32	ENSG00000170832
83941	TM2D1	ENSG00000162604
9657	IQCB1	ENSG00000173226
6320	CLEC11A	ENSG00000105472
5728	PTEN	ENSG00000171862
8416	ANXA9	ENSG00000143412
622	BDH1	ENSG00000161267
91369	ANKRD40	ENSG00000154945
90233	ZNF551	ENSG00000204519
54468	MIOS	ENSG00000164654
637	BID	ENSG00000015475
